,Restaurant Name,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
6570,Cafe 5H By The Kitchen Connect,New Delhi,Shahpur Jat,77.2127165,28.5492078,"Cafe, Continental, Italian",700.0,No,Yes,No,2,4.0,Green,Very Good,88
6571,Hearken CafÌ©,New Delhi,Shahpur Jat,77.2154563,28.5492447,Cafe,900.0,No,Yes,No,2,4.0,Green,Very Good,55
6572,Puppychino,New Delhi,Shahpur Jat,77.2155012,28.5492042,"Cafe, Continental, Italian",1000.0,No,Yes,No,3,4.4,Green,Very Good,165
6573,Remember Me CafÌ©,New Delhi,Shahpur Jat,77.2155653,28.5498307,"Cafe, Continental, Italian, Mexican",1000.0,Yes,Yes,No,3,4.0,Green,Very Good,134
6574,Sugarama Patisserie,New Delhi,Shahpur Jat,77.2148724,28.5493235,"Bakery, Desserts",500.0,No,Yes,No,2,4.2,Green,Very Good,292
6575,The Last Mughal (TLM),New Delhi,Shahpur Jat,77.2136148,28.5491141,"North Indian, Mughlai",750.0,No,Yes,No,2,4.4,Green,Very Good,52
6576,The Mad Teapot/The Wishing Chair,New Delhi,Shahpur Jat,77.2143783,28.5493213,"Cafe, Bakery, Italian",1000.0,Yes,No,No,3,4.1,Green,Very Good,251
6577,Fusion Dosa Cafe,New Delhi,Shakarpur,77.282366,28.6329647,"South Indian, Fast Food",300.0,No,No,No,1,3.3,Orange,Average,13
6578,Goyal Eating Point,New Delhi,Shakarpur,77.2823353,28.6328128,North Indian,200.0,No,No,No,1,2.8,Orange,Average,11
6579,Haveliram,New Delhi,Shakarpur,77.280107,28.6297763,North Indian,450.0,No,No,No,1,2.9,Orange,Average,6
6580,Meet You There,New Delhi,Shakarpur,77.2804814,28.6300045,"Chinese, North Indian",500.0,No,No,No,2,2.6,Orange,Average,94
6581,Shree Bhog Pure Veg Restaurant,New Delhi,Shakarpur,77.2789686,28.6275866,"North Indian, Chinese",200.0,No,No,No,1,3.0,Orange,Average,7
6582,The Crust,New Delhi,Shakarpur,77.2800303,28.6263724,"Pizza, Fast Food",500.0,No,No,No,2,3.1,Orange,Average,16
6583,Vijay Eating Point,New Delhi,Shakarpur,77.2783209,28.6279228,"North Indian, Chinese",450.0,No,No,No,1,2.9,Orange,Average,4
6584,Aggarwal Bikaner Sweets,New Delhi,Shakarpur,77.2798705,28.6270083,Bakery,250.0,No,No,No,1,0.0,White,Not rated,0
6585,Bikaner Sweets & Restaurant,New Delhi,Shakarpur,77.282282,28.6328078,"Desserts, North Indian",250.0,No,No,No,1,0.0,White,Not rated,1
6586,Cafe Coffee Day,New Delhi,Shakarpur,77.2813787,28.6329113,Cafe,450.0,No,No,No,1,0.0,White,Not rated,0
6588,Come 'n' Eat,New Delhi,Shakarpur,77.2811812,28.6303968,"Chinese, Fast Food",300.0,No,No,No,1,0.0,White,Not rated,1
6589,Darbar Chicken Corner,New Delhi,Shakarpur,77.2781757,28.6284726,"North Indian, Mughlai, Chinese",500.0,No,No,No,2,0.0,White,Not rated,3
6590,Food Care,New Delhi,Shakarpur,77.2791263,28.6269121,"Chinese, Fast Food",300.0,No,No,No,1,0.0,White,Not rated,0
6591,Himalaya Momos,New Delhi,Shakarpur,77.2819954,28.6322406,Fast Food,250.0,No,No,No,1,0.0,White,Not rated,0
6592,Hirdesh Eating Point,New Delhi,Shakarpur,77.2771666,28.6296634,North Indian,200.0,No,No,No,1,0.0,White,Not rated,1
6593,Joshi Eating House,New Delhi,Shakarpur,77.2806842,28.6300457,North Indian,250.0,No,No,No,1,0.0,White,Not rated,1
6594,Just Veg,New Delhi,Shakarpur,77.2813547,28.6329214,Chinese,200.0,No,No,No,1,0.0,White,Not rated,0
6595,Natural Pizza Hub & Food Court,New Delhi,Shakarpur,77.2824532,28.632852,Pizza,300.0,No,No,No,1,0.0,White,Not rated,0
6596,Pawar's Food Court Inc.,New Delhi,Shakarpur,77.2828494,28.6334265,North Indian,400.0,No,No,No,1,0.0,White,Not rated,1
6597,Rajesh Eating Corner,New Delhi,Shakarpur,77.2788374,28.6282443,Street Food,150.0,No,No,No,1,0.0,White,Not rated,0
6598,Raju Ice Cream Parlor,New Delhi,Shakarpur,77.2774778,28.6307758,"Pizza, Ice Cream",250.0,No,No,No,1,0.0,White,Not rated,0
6599,Sangam Ratna,New Delhi,Shakarpur,77.2807813,28.6302107,South Indian,200.0,No,No,No,1,0.0,White,Not rated,0
6600,Tandoor & Curry Restaurant,New Delhi,Shakarpur,77.277587,28.6288096,"North Indian, Chinese",400.0,No,No,No,1,0.0,White,Not rated,3
6601,Uttarakhand Eating Point,New Delhi,Shakarpur,77.2816189,28.6316688,North Indian,200.0,No,No,No,1,0.0,White,Not rated,0
6602,Uttranchal Eating Point,New Delhi,Shakarpur,77.280183,28.6263812,"North Indian, Chinese, Fast Food",250.0,No,No,No,1,0.0,White,Not rated,0
6603,Yummy Rasoi,New Delhi,Shakarpur,77.2773649,28.6268353,"North Indian, Fast Food",200.0,No,No,No,1,0.0,White,Not rated,1
6604,Aggarwal Restaurant,New Delhi,Shalimar Bagh,77.1601549,28.710818,"South Indian, Chinese",350.0,No,No,No,1,3.1,Orange,Average,14
6605,Ane China,New Delhi,Shalimar Bagh,77.1616827,28.7034431,"Chinese, Fast Food",400.0,No,No,No,1,2.7,Orange,Average,11
6606,Arora's Veg. Corner,New Delhi,Shalimar Bagh,77.1695908,28.7061721,North Indian,300.0,No,No,No,1,3.4,Orange,Average,18
6607,Ashu Thali Wala,New Delhi,Shalimar Bagh,77.1685573,28.7096099,North Indian,250.0,No,No,No,1,3.0,Orange,Average,11
6608,Bangla Sweets & Pastry Shop,New Delhi,Shalimar Bagh,77.1618624,28.7035499,Mithai,100.0,No,No,No,1,2.9,Orange,Average,8
6609,Baskin Robbins,New Delhi,Shalimar Bagh,77.1626712,28.706493,Ice Cream,300.0,No,No,No,1,3.4,Orange,Average,21
6610,Believe in Taste,New Delhi,Shalimar Bagh,77.1564702,28.7152991,"North Indian, Chinese, Fast Food",400.0,No,No,No,1,3.0,Orange,Average,7
6611,Bharat Sweet House,New Delhi,Shalimar Bagh,77.1685706,28.7067731,Mithai,200.0,No,No,No,1,3.2,Orange,Average,8
6612,Bikaner Kesarvala,New Delhi,Shalimar Bagh,77.162961,28.7065551,"Mithai, Street Food",150.0,No,No,No,1,3.2,Orange,Average,24
6614,Chawla's Chic Inn,New Delhi,Shalimar Bagh,77.1587619,28.704282,"North Indian, Chinese",700.0,No,Yes,No,2,3.0,Orange,Average,71
6615,Chhappan Bhog,New Delhi,Shalimar Bagh,77.1683596,28.7066682,"Mithai, Street Food",200.0,No,No,No,1,3.2,Orange,Average,9
6616,Chinese Hut Fast Food,New Delhi,Shalimar Bagh,77.1618118,28.7032861,Chinese,350.0,No,No,No,1,3.0,Orange,Average,13
6617,Domino's Pizza,New Delhi,Shalimar Bagh,77.1626712,28.7064034,"Pizza, Fast Food",700.0,No,No,No,2,3.0,Orange,Average,28
6618,Frontier,New Delhi,Shalimar Bagh,77.1619683,28.70362,Bakery,200.0,No,No,No,1,3.1,Orange,Average,10
6619,Giani,New Delhi,Shalimar Bagh,77.1624915,28.7065653,"Ice Cream, Desserts",400.0,No,No,No,1,3.3,Orange,Average,13
6620,Hot Pot Snacks,New Delhi,Shalimar Bagh,77.1619523,28.7035586,Fast Food,200.0,No,No,No,1,3.4,Orange,Average,53
6621,Keventers,New Delhi,Shalimar Bagh,77.1625853,28.7064599,Beverages,400.0,No,No,No,1,3.1,Orange,Average,4
6622,Kishan Dhaba,New Delhi,Shalimar Bagh,77.1620793,28.7030945,North Indian,150.0,No,No,No,1,3.0,Orange,Average,4
6623,Madras Dosa & Chinese,New Delhi,Shalimar Bagh,77.1613232,28.7037668,"South Indian, Chinese",500.0,No,No,No,2,2.7,Orange,Average,91
6624,Mehfil Tawa Tandoor,New Delhi,Shalimar Bagh,77.1586721,28.7195845,North Indian,350.0,No,No,No,1,3.1,Orange,Average,9
6625,Mitthu Tikki Wala,New Delhi,Shalimar Bagh,77.1622851,28.7063745,"North Indian, Street Food, Chinese",300.0,No,No,No,1,3.2,Orange,Average,21
6626,Mitthu Tikki Wala,New Delhi,Shalimar Bagh,77.1559037,28.7057298,"Fast Food, North Indian",300.0,No,No,No,1,3.4,Orange,Average,46
6627,Pandit Ji Ka Dhaba,New Delhi,Shalimar Bagh,77.1622219,28.7031367,North Indian,150.0,No,No,No,1,2.9,Orange,Average,6
6628,Punjabi Angeethi,New Delhi,Shalimar Bagh,77.1616827,28.7033536,"North Indian, South Indian, Chinese",600.0,No,Yes,No,2,3.2,Orange,Average,28
6629,Ram Chinese Food,New Delhi,Shalimar Bagh,77.1569645,28.7152123,"Chinese, Fast Food",400.0,No,No,No,1,3.1,Orange,Average,23
6631,SFC,New Delhi,Shalimar Bagh,77.1615029,28.7085298,Fast Food,250.0,No,No,No,1,2.8,Orange,Average,11
6632,SGF - Spice Grill Flame,New Delhi,Shalimar Bagh,77.16011,28.710793,"North Indian, Chinese",500.0,No,No,No,2,3.1,Orange,Average,4
6633,Shalimar Vyanjan,New Delhi,Shalimar Bagh,77.161503,28.7054506,"North Indian, Chinese",400.0,No,No,No,1,3.0,Orange,Average,9
6634,Shri Rudram,New Delhi,Shalimar Bagh,77.1673875,28.7082414,"North Indian, Chinese",500.0,No,No,No,2,3.1,Orange,Average,5
6635,Smile Bakers,New Delhi,Shalimar Bagh,77.153498,28.717991,"Bakery, Desserts, Chinese, Fast Food",200.0,No,No,No,1,3.1,Orange,Average,12
6636,Spice Sea,New Delhi,Shalimar Bagh,77.1586271,28.7194459,"North Indian, Chinese",600.0,No,No,No,2,3.3,Orange,Average,13
6637,Street 5,New Delhi,Shalimar Bagh,77.1551103,28.7072568,Chinese,350.0,No,No,No,1,2.8,Orange,Average,10
6638,Subs n Shakes,New Delhi,Shalimar Bagh,77.1624915,28.7063862,"Fast Food, Beverages",400.0,No,No,No,1,3.1,Orange,Average,4
6639,Subway,New Delhi,Shalimar Bagh,77.162132,28.7025908,"American, Fast Food, Salad, Healthy Food",500.0,No,Yes,No,2,2.6,Orange,Average,46
6640,Twenty Four Seven,New Delhi,Shalimar Bagh,77.1684675,28.7066464,"Fast Food, North Indian",300.0,No,No,No,1,3.3,Orange,Average,21
6641,Wah G Wah,New Delhi,Shalimar Bagh,77.1636597,28.7068565,"North Indian, Chinese",450.0,No,Yes,No,1,2.6,Orange,Average,7
6642,Aman-Deep Pure Veg,New Delhi,Shalimar Bagh,77.1624465,28.7063371,"North Indian, Chinese",400.0,No,No,No,1,3.5,Yellow,Good,79
6643,Kwality Pastry Parlour,New Delhi,Shalimar Bagh,77.1618624,28.7035499,"Bakery, Desserts",200.0,No,No,No,1,3.5,Yellow,Good,51
6644,McDonald's,New Delhi,Shalimar Bagh,77.1580581,28.713419,"Fast Food, Burger",500.0,No,Yes,No,2,3.5,Yellow,Good,39
6645,Nagpal's,New Delhi,Shalimar Bagh,77.156722,28.715237,"Street Food, North Indian",200.0,No,Yes,No,1,3.5,Yellow,Good,31
6646,Peshawari's Deluxe,New Delhi,Shalimar Bagh,77.1624465,28.7063371,"North Indian, Mughlai",600.0,No,Yes,No,2,3.7,Yellow,Good,195
6647,Slic Chic,New Delhi,Shalimar Bagh,77.157369,28.7058943,"Chinese, Fast Food",450.0,No,No,No,1,3.8,Yellow,Good,178
6648,Standard Ice Cream,New Delhi,Shalimar Bagh,77.1603347,28.7109248,"Desserts, Ice Cream",100.0,No,No,No,1,3.5,Yellow,Good,31
6649,Aunty Chings Fast Food,New Delhi,Shalimar Bagh,77.1619523,28.7036481,Chinese,300.0,No,No,No,1,0.0,White,Not rated,2
6650,Baba Chaap Wala,New Delhi,Shalimar Bagh,77.1549724,28.7096778,Fast Food,350.0,No,No,No,1,0.0,White,Not rated,1
6651,Cafe Coffee Day,New Delhi,Shalimar Bagh,77.1698154,28.7090143,Cafe,450.0,No,No,No,1,0.0,White,Not rated,1
6652,Chick N Grills,New Delhi,Shalimar Bagh,77.1668006,28.7084737,"Mughlai, Fast Food",600.0,No,No,No,2,0.0,White,Not rated,0
6654,Da Pizza Palace,New Delhi,Shalimar Bagh,77.16699947,28.72818878,Pizza,500.0,No,Yes,No,2,0.0,White,Not rated,1
6655,Dosa Junction,New Delhi,Shalimar Bagh,77.15665,28.7050194,South Indian,300.0,No,No,No,1,0.0,White,Not rated,3
6657,Hot Wok,New Delhi,Shalimar Bagh,77.165004,28.7147586,"Chinese, Fast Food",500.0,No,No,No,2,0.0,White,Not rated,1
6659,Madras Dosa & Chinese,New Delhi,Shalimar Bagh,77.1626712,28.7066721,"South Indian, Chinese",500.0,No,No,No,2,0.0,White,Not rated,0
6660,Mashoor Gulati,New Delhi,Shalimar Bagh,77.1625814,28.7062157,North Indian,600.0,No,Yes,No,2,0.0,White,Not rated,2
6661,Nidhi's Cake Lounge,New Delhi,Shalimar Bagh,77.1590765,28.7163553,Bakery,200.0,No,No,No,1,0.0,White,Not rated,2
6664,Niti Shake & Ice Cream Hub,New Delhi,Shalimar Bagh,77.1566379,28.7154009,"Desserts, Beverages",400.0,No,No,No,1,0.0,White,Not rated,0
6665,Raja Chinese Foods & Snacks,New Delhi,Shalimar Bagh,77.1549886,28.7096363,Chinese,300.0,No,No,No,1,0.0,White,Not rated,0
6666,Royal Chicken Corner,New Delhi,Shalimar Bagh,77.1605144,28.6896301,North Indian,450.0,No,No,No,1,0.0,White,Not rated,0
6667,Shalimar Food,New Delhi,Shalimar Bagh,77.1585449,28.7196342,Street Food,100.0,No,No,No,1,0.0,White,Not rated,2
6668,Shalimar Vyanjan,New Delhi,Shalimar Bagh,77.1628082,28.7062081,"North Indian, Chinese",400.0,No,No,No,1,0.0,White,Not rated,0
6669,The Urban Canteen,New Delhi,Shalimar Bagh,77.1551135,28.7094671,Fast Food,300.0,No,No,No,1,0.0,White,Not rated,2
6670,Ever Bake,New Delhi,Shalimar Bagh,77.16241,28.7064285,"Bakery, Chinese, Fast Food",350.0,No,Yes,No,1,4.0,Green,Very Good,371
6671,Grappa - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath",77.2178366,28.620766,"Pizza, Salad, Finger Food",3500.0,Yes,No,No,4,3.4,Orange,Average,27
6672,Shang Palace - Shangri-La's Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath",77.2177468,28.6206678,Chinese,5000.0,Yes,No,No,4,3.7,Yellow,Good,65
6673,Sorrento - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath",77.2177468,28.6207574,"Seafood, Italian",5000.0,Yes,No,No,4,3.9,Yellow,Good,66
6674,Mister Chai - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath",77.2178366,28.620766,"Tea, Cafe",2000.0,Yes,No,No,4,4.1,Green,Very Good,68
6675,Tamra - Shangri-La's - Eros Hotel,New Delhi,"Shangri La's - Eros hotel, Janpath",77.2179096,28.6206188,"North Indian, Continental, European, Chinese, Thai",3800.0,Yes,No,No,4,4.3,Green,Very Good,400
6676,Cafe Coffee Day,New Delhi,Shanti Niketan Marg,77.1686023,28.5770825,Cafe,450.0,No,No,No,1,3.4,Orange,Average,29
6677,Domino's Pizza,New Delhi,Shanti Niketan Marg,77.1684077,28.5771317,"Pizza, Fast Food",700.0,No,No,No,2,2.8,Orange,Average,85
6678,Lush,New Delhi,Shastri Park,77.2667541,28.6597548,"Afghani, North Indian, Pakistani, Arabian",500.0,No,No,No,2,0.0,White,Not rated,3
6679,Shivas Cafe,New Delhi,Sheikh Sarai,77.181974,28.5222793,Cafe,350.0,No,No,No,1,3.1,Orange,Average,14
6680,Dakshin - Sheraton New Delhi Hotel,New Delhi,"Sheraton New Delhi Hotel, Saket",77.2159186,28.52678296,South Indian,4000.0,Yes,No,No,4,4.0,Green,Very Good,315
6681,Delhi Pavilion - Sheraton New Delhi Hotel,New Delhi,"Sheraton New Delhi Hotel, Saket",77.2159186,28.52678296,"North Indian, Continental, Asian",3000.0,Yes,No,No,4,4.0,Green,Very Good,160
6682,Pan Asian - Sheraton New Delhi Hotel,New Delhi,"Sheraton New Delhi Hotel, Saket",77.2153849,28.527002,"Chinese, Thai, Japanese",3000.0,Yes,No,No,4,4.2,Green,Very Good,327
6683,Domino's Pizza,New Delhi,South Extension 1,77.2204886,28.5694195,"Pizza, Fast Food",700.0,No,No,No,2,2.5,Orange,Average,58
6684,Kitchen of Awadh,New Delhi,South Extension 1,77.2203517,28.5691173,North Indian,800.0,No,No,No,2,3.4,Orange,Average,64
6685,McDonald's,New Delhi,South Extension 1,77.2197229,28.5695952,"Fast Food, Burger",500.0,No,No,No,2,3.3,Orange,Average,73
6686,ODT,New Delhi,South Extension 1,77.2205016,28.5691333,"Continental, North Indian, Italian",800.0,Yes,No,No,2,3.3,Orange,Average,12
6687,Rainbows,New Delhi,South Extension 1,77.2210703,28.5699028,"Bakery, Fast Food",500.0,No,Yes,No,2,2.6,Orange,Average,24
6688,Subway,New Delhi,South Extension 1,77.2208907,28.5694375,"American, Fast Food, Salad, Healthy Food",500.0,No,Yes,No,2,3.4,Orange,Average,167
6689,Bombay Bhelpuri,New Delhi,South Extension 1,77.2197229,28.5695952,"Street Food, Beverages",150.0,No,No,No,1,3.9,Yellow,Good,357
6690,The Owl's Kitchen,New Delhi,South Extension 1,77.221205,28.5723805,"North Indian, Italian, Fast Food",900.0,No,Yes,No,2,3.5,Yellow,Good,174
6691,7 Colours Xpress Kitchen,New Delhi,South Extension 1,77.2249885,28.5683377,"Chinese, North Indian",350.0,No,No,No,1,0.0,White,Not rated,0
6692,Royal Cakes,New Delhi,South Extension 1,77.224753,28.5759899,Bakery,200.0,No,No,No,1,0.0,White,Not rated,1
6693,Street Cafe,New Delhi,South Extension 1,77.2208008,28.5732831,Fast Food,300.0,No,No,No,1,0.0,White,Not rated,0
6694,Street Cafe,New Delhi,South Extension 1,77.2205516,28.5733106,Fast Food,300.0,No,No,No,1,0.0,White,Not rated,0
6695,Dare To Deliver,New Delhi,South Extension 1,77.2231362,28.5712648,"Chinese, Fast Food, North Indian",600.0,No,No,No,2,2.3,Red,Poor,59
6696,Aggarwal Sweet and Restaurant,New Delhi,South Extension 2,77.22013604,28.56371164,"North Indian, Mithai",400.0,No,No,No,1,2.9,Orange,Average,18
6697,Burger Lust,New Delhi,South Extension 2,77.220457,28.56350464,Fast Food,100.0,No,Yes,No,1,2.9,Orange,Average,13
6698,Cafe Coffee Day,New Delhi,South Extension 2,77.2195433,28.568144,Cafe,450.0,No,No,No,1,3.4,Orange,Average,31
6699,Cakes & Bakes,New Delhi,South Extension 2,77.21960362,28.56415599,"Bakery, Fast Food",250.0,No,No,No,1,3.2,Orange,Average,11
6700,Chic Fillet,New Delhi,South Extension 2,77.2211739,28.5676697,Fast Food,300.0,No,No,No,1,2.9,Orange,Average,4
6701,Chinese Express,New Delhi,South Extension 2,77.21890088,28.56435417,Chinese,500.0,No,No,No,2,3.1,Orange,Average,11
6702,Costa Coffee,New Delhi,South Extension 2,77.2208202,28.5676806,Cafe,600.0,No,No,No,2,3.1,Orange,Average,6
6703,Domino's Pizza,New Delhi,South Extension 2,77.2198813,28.5681089,"Pizza, Fast Food",700.0,No,No,No,2,2.9,Orange,Average,63
6704,Gupta Fast Food,New Delhi,South Extension 2,77.21914127,28.5642885,"North Indian, Chinese",600.0,No,No,No,2,3.4,Orange,Average,29
6705,Hangchuaa's Chinese Food Corner,New Delhi,South Extension 2,77.21891731,28.56432472,Chinese,600.0,No,No,No,2,3.1,Orange,Average,20
6706,Kathi's,New Delhi,South Extension 2,77.2213698,28.567969,Fast Food,400.0,No,No,No,1,3.0,Orange,Average,7
6707,Kitchen & Chicken,New Delhi,South Extension 2,77.2211601,28.5679395,Chinese,600.0,No,Yes,No,2,3.2,Orange,Average,50
6708,Meal A Deal,New Delhi,South Extension 2,77.21951243,28.56420752,"North Indian, Chinese",400.0,No,No,No,1,2.8,Orange,Average,13
6709,Mohit Restaurant,New Delhi,South Extension 2,77.219267,28.56414863,"North Indian, Chinese",600.0,No,No,No,2,2.8,Orange,Average,17
6710,Princess Garden,New Delhi,South Extension 2,77.2192289,28.5684277,"Chinese, North Indian",1200.0,Yes,No,No,3,2.7,Orange,Average,31
6711,Republic of Chicken,New Delhi,South Extension 2,77.21940279,28.56419015,"Raw Meats, Fast Food",400.0,No,No,No,1,2.8,Orange,Average,13
6712,Sai Juice Point,New Delhi,South Extension 2,77.2212868,28.5679028,Beverages,150.0,No,No,No,1,3.1,Orange,Average,6
6713,The Pirates Of China Town,New Delhi,South Extension 2,77.22041389,28.5617,Chinese,350.0,No,No,No,1,3.2,Orange,Average,14
6714,Voda Bar,New Delhi,South Extension 2,77.2193667,28.5689576,"Chinese, North Indian",2200.0,Yes,No,No,4,3.2,Orange,Average,28
6715,All Things Yummy,New Delhi,South Extension 2,77.219739,28.566755,"Bakery, Desserts",350.0,No,Yes,No,1,3.8,Yellow,Good,68
6716,Cake Palace,New Delhi,South Extension 2,77.221205,28.5677197,"Bakery, Fast Food",250.0,No,No,No,1,3.8,Yellow,Good,160
6717,Charan Singh Kulfi & Kala Khatta,New Delhi,South Extension 2,77.2193637,28.5681269,Ice Cream,100.0,No,No,No,1,3.6,Yellow,Good,29
6718,Chinese Hut,New Delhi,South Extension 2,77.2212499,28.5675895,Chinese,500.0,No,No,No,2,3.6,Yellow,Good,87
6719,Costa Coffee,New Delhi,South Extension 2,77.2196331,28.5680629,Cafe,600.0,No,No,No,2,3.8,Yellow,Good,68
6720,Daitchi,New Delhi,South Extension 2,77.2199924,28.5680075,"Chinese, Japanese",1100.0,No,No,No,3,3.5,Yellow,Good,273
6722,Gupta's Restaurant,New Delhi,South Extension 2,77.2192738,28.567939,North Indian,450.0,No,Yes,No,1,3.5,Yellow,Good,104
6723,Mama's,New Delhi,South Extension 2,77.2201272,28.5677962,"North Indian, Chinese, Mughlai",900.0,No,No,No,2,3.5,Yellow,Good,40
6724,McDonald's,New Delhi,South Extension 2,77.2191601,28.5684461,"Fast Food, Burger",500.0,No,Yes,No,2,3.6,Yellow,Good,167
6725,Moti Mahal Delux- Legendary Culinary,New Delhi,South Extension 2,77.2195433,28.5682336,"North Indian, Mughlai, Chinese",1500.0,Yes,Yes,No,3,3.6,Yellow,Good,177
6726,Qureshi's Kabab Corner,New Delhi,South Extension 2,77.21900079,28.56776639,"North Indian, Mughlai",650.0,No,No,No,2,3.6,Yellow,Good,215
6728,Anand Sweets,New Delhi,South Extension 2,77.21940547,28.56402849,"Mithai, Street Food",150.0,No,No,No,1,0.0,White,Not rated,2
6729,Cafe Corner,New Delhi,South Extension 2,77.2213733,28.5680393,Fast Food,250.0,No,No,No,1,0.0,White,Not rated,3
6732,F Marquee,New Delhi,South Extension 2,77.21986,28.56847,"North Indian, Chinese, Continental",2000.0,Yes,No,No,4,0.0,White,Not rated,3
6733,Republic of Chicken,New Delhi,South Extension 2,77.2384497,28.5374478,"Raw Meats, Fast Food",400.0,No,No,No,1,0.0,White,Not rated,1
6734,Special Chicken Biryani,New Delhi,South Extension 2,77.2191391,28.5642064,"Biryani, Mughlai",300.0,No,No,No,1,0.0,White,Not rated,1
6735,Circus,New Delhi,South Extension 2,77.2174773,28.5686642,"North Indian, Chinese, Italian",1300.0,Yes,Yes,No,3,4.0,Green,Very Good,489
6736,The Society Cafe,New Delhi,South Extension 2,77.2174933,28.5684463,"Cafe, Italian",800.0,No,Yes,No,2,4.1,Green,Very Good,149
6737,Club London,New Delhi,"Southern Park Mall, Saket",77.2192708,28.5279802,"North Indian, Chinese, Finger Food",2500.0,Yes,No,No,4,3.3,Orange,Average,179
6738,3 Pegs Down,New Delhi,"Southern Park Mall, Saket",77.21947454,28.52748139,"Continental, Italian, North Indian",1200.0,Yes,No,No,3,3.6,Yellow,Good,217
6739,Chicago Pizza,New Delhi,"Spark Mall, Kamla Nagar",77.20365521,28.68093208,Pizza,600.0,No,No,No,2,2.6,Orange,Average,27
6740,Maakhansingh,New Delhi,"Spark Mall, Kamla Nagar",77.20388161,28.68096059,North Indian,400.0,No,Yes,No,1,2.9,Orange,Average,18
6741,Mad Over Donuts,New Delhi,"Spark Mall, Kamla Nagar",77.20394421,28.68088884,Desserts,450.0,No,Yes,No,1,3.8,Yellow,Good,72
6742,Starbucks,New Delhi,"Spark Mall, Kamla Nagar",77.20384263,28.68091678,Cafe,700.0,No,No,No,2,3.7,Yellow,Good,147
6743,World of Wok,New Delhi,"Spark Mall, Kamla Nagar",77.20383894,28.68082913,Chinese,500.0,No,Yes,No,2,3.6,Yellow,Good,22
6744,Alvi's Food Spot,New Delhi,"Star City Mall, Mayur Vihar Phase 1",77.296194,28.5929234,"North Indian, Mughlai",350.0,No,No,No,1,3.2,Orange,Average,17
6745,Cafe Coffee Day,New Delhi,"Star City Mall, Mayur Vihar Phase 1",77.2961448,28.5925115,Cafe,450.0,No,No,No,1,2.7,Orange,Average,29
6746,Code,New Delhi,"Star City Mall, Mayur Vihar Phase 1",77.2965607,28.5924186,"North Indian, Mughlai, Chinese",850.0,Yes,Yes,No,2,2.5,Orange,Average,117
6747,Haowin,New Delhi,"Star City Mall, Mayur Vihar Phase 1",77.296653,28.5934846,"Chinese, Continental, Thai",1100.0,Yes,No,No,3,3.2,Orange,Average,88
6748,Mirror,New Delhi,"Star City Mall, Mayur Vihar Phase 1",77.2963556,28.5925202,"North Indian, Chinese, Continental",1250.0,Yes,No,No,3,3.3,Orange,Average,131
6749,Pizza Hut Delivery,New Delhi,"Star City Mall, Mayur Vihar Phase 1",77.2963154,28.5926711,"Italian, Pizza, Fast Food",800.0,No,Yes,No,2,2.7,Orange,Average,87
6750,Platinum Lounge,New Delhi,"Star City Mall, Mayur Vihar Phase 1",77.2963765,28.5925353,"North Indian, Chinese, Continental",1400.0,Yes,No,No,3,3.3,Orange,Average,91
6751,Aap Ki Rasoi Ghar,New Delhi,Subhash Nagar,77.119028,28.6344547,"North Indian, Fast Food",250.0,No,No,No,1,3.0,Orange,Average,6
6752,Aggarwal Sweet & Pastry,New Delhi,Subhash Nagar,77.1113233,28.6341298,"Mithai, Chinese",100.0,No,No,No,1,2.8,Orange,Average,5
6753,Craving,New Delhi,Subhash Nagar,77.1217748,28.6370077,"Chinese, Fast Food",600.0,No,No,No,2,3.1,Orange,Average,10
6754,Dakshin South Indian Hut,New Delhi,Subhash Nagar,77.1017824,28.6375856,South Indian,200.0,No,No,No,1,3.0,Orange,Average,4
6755,Food & Travel Cafe,New Delhi,Subhash Nagar,77.1184112,28.6362124,"Fast Food, Italian",400.0,No,No,No,1,3.2,Orange,Average,10
6756,Jolly Tandoori Zaika,New Delhi,Subhash Nagar,77.1057254,28.6400959,"North Indian, Chinese",400.0,No,No,No,1,3.2,Orange,Average,11
6757,Lababdar Rasoi,New Delhi,Subhash Nagar,77.0998378,28.6359711,North Indian,200.0,No,No,No,1,3.3,Orange,Average,16
6758,Madan Da Dhaba,New Delhi,Subhash Nagar,77.1132628,28.6341385,North Indian,150.0,No,No,No,1,3.0,Orange,Average,5
6759,Nishtha,New Delhi,Subhash Nagar,77.1209657,28.6370195,"Street Food, Chinese",250.0,No,No,No,1,3.3,Orange,Average,21
6761,Punjabi's Veg Grill,New Delhi,Subhash Nagar,77.1200642,28.637074,North Indian,350.0,No,No,No,1,2.9,Orange,Average,7
6762,Sethi's The Cake Shop,New Delhi,Subhash Nagar,77.1049848,28.6372567,"Bakery, Fast Food",150.0,No,No,No,1,2.8,Orange,Average,16
6763,Soya Grill,New Delhi,Subhash Nagar,77.1077556,28.6398962,"North Indian, Chinese",300.0,No,No,No,1,3.0,Orange,Average,4
